AGREEMENT,QUOTENUMBER,REVISION,METERID,AGREE_START_DATE,PR_RELEASED_DATE,MAXPARSEDUIDRAW,RECENT_PARSED_FOR_PR,MAXEWORXFORECASTID,A.MAXEWORXFORECASTID||'.JSON',EW_ANNUAL_CONSUMPTION
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51550915060_599722005,05/01/2018,03/20/2018,"2,347,362",03/13/2018,20180213200701936000_NEPOOL_CLP_51550915060_599722005,20180213200701936000_NEPOOL_CLP_51550915060_599722005.json,489
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51119793008_653462009,05/01/2018,03/20/2018,"2,347,364",03/13/2018,20180315072701269000_NEPOOL_CLP_51119793008_653462009,20180315072701269000_NEPOOL_CLP_51119793008_653462009.json,"7,821"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51643253040_764732001,05/01/2018,03/20/2018,"2,347,365",03/13/2018,20180315072810504000_NEPOOL_CLP_51643253040_764732001,20180315072810504000_NEPOOL_CLP_51643253040_764732001.json,"3,430"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51790733018_427722009,05/01/2018,03/20/2018,"2,347,366",03/13/2018,20180315072703859000_NEPOOL_CLP_51790733018_427722009,20180315072703859000_NEPOOL_CLP_51790733018_427722009.json,"2,028"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51734634090_348982001,05/01/2018,03/20/2018,"2,347,367",03/13/2018,20180315072701410000_NEPOOL_CLP_51734634090_348982001,20180315072701410000_NEPOOL_CLP_51734634090_348982001.json,"17,006"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51876583022_828362007,05/01/2018,03/20/2018,"2,347,368",03/13/2018,20180213200703589000_NEPOOL_CLP_51876583022_828362007,20180213200703589000_NEPOOL_CLP_51876583022_828362007.json,"31,586"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51196624076_210382007,05/01/2018,03/20/2018,"2,347,369",03/13/2018,20180315072604375000_NEPOOL_CLP_51196624076_210382007,20180315072604375000_NEPOOL_CLP_51196624076_210382007.json,269
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51079014080_078372001,05/01/2018,03/20/2018,"2,347,371",03/13/2018,20180315072906306000_NEPOOL_CLP_51079014080_078372001,20180315072906306000_NEPOOL_CLP_51079014080_078372001.json,"190,910"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51363014010_978372001,05/01/2018,03/20/2018,"2,347,372",03/13/2018,20180315072801939000_NEPOOL_CLP_51363014010_978372001,20180315072801939000_NEPOOL_CLP_51363014010_978372001.json,"37,438"
1-GXF0NO,1-GPY4BN,5,NEPOOL_CLP_51204053052_027632003,05/01/2018,03/20/2018,"2,347,373",03/13/2018,20180315072807555000_NEPOOL_CLP_51204053052_027632003,20180315072807555000_NEPOOL_CLP_51204053052_027632003.json,0
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25940021006,07/01/2018,04/05/2018,"2,351,986",03/19/2018,20180403144605188000_NEPOOL_BECO_25940021006,20180403144605188000_NEPOOL_BECO_25940021006.json,"1,203,900"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25939991003,07/01/2018,04/05/2018,"2,351,989",03/19/2018,20180322175600928000_NEPOOL_BECO_25939991003,20180322175600928000_NEPOOL_BECO_25939991003.json,"7,906,000"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25939931017,07/01/2018,04/05/2018,"2,351,990",03/19/2018,20180403083405862000_NEPOOL_BECO_25939931017,20180403083405862000_NEPOOL_BECO_25939931017.json,"140,910"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_26397731014,07/01/2018,04/05/2018,"2,351,991",03/19/2018,20180403144600398000_NEPOOL_BECO_26397731014,20180403144600398000_NEPOOL_BECO_26397731014.json,"2,966,700"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_28251150018,07/01/2018,04/05/2018,"2,351,993",03/19/2018,20180403144603986000_NEPOOL_BECO_28251150018,20180403144603986000_NEPOOL_BECO_28251150018.json,"8,056,000"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25940081000,07/01/2018,04/05/2018,"2,352,002",03/19/2018,20180403144600695000_NEPOOL_BECO_25940081000,20180403144600695000_NEPOOL_BECO_25940081000.json,"4,113,900"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25940011007,07/01/2018,04/05/2018,"2,352,003",03/19/2018,20180403144600539000_NEPOOL_BECO_25940011007,20180403144600539000_NEPOOL_BECO_25940011007.json,"611,740"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25869621026,07/01/2018,04/05/2018,"2,352,008",03/19/2018,20180403144603986000_NEPOOL_BECO_25869621026,20180403144603986000_NEPOOL_BECO_25869621026.json,"589,140"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25940041004,07/01/2018,04/05/2018,"2,352,009",03/19/2018,20180403144607403000_NEPOOL_BECO_25940041004,20180403144607403000_NEPOOL_BECO_25940041004.json,"3,198,300"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25940031005,07/01/2018,04/05/2018,"2,352,015",03/19/2018,20180403144607497000_NEPOOL_BECO_25940031005,20180403144607497000_NEPOOL_BECO_25940031005.json,"6,983,700"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25868511020,07/01/2018,04/05/2018,"2,352,019",03/19/2018,20180403144607465000_NEPOOL_BECO_25868511020,20180403144607465000_NEPOOL_BECO_25868511020.json,"4,619,500"
1-H9SDQF,1-GWN16N,2,NEPOOL_BECO_25869551017,07/01/2018,04/05/2018,"2,352,020",03/19/2018,20180403144600258000_NEPOOL_BECO_25869551017,20180403144600258000_NEPOOL_BECO_25869551017.json,"575,320"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPCPL_10032789429578441,05/01/2018,03/20/2018,"2,353,272",03/20/2018,20180312132903653000_ERCOT_AEPCPL_10032789429578441,20180312132903653000_ERCOT_AEPCPL_10032789429578441.json,"1,614,400"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPCPL_10032789438669780,05/01/2018,03/20/2018,"2,353,273",03/20/2018,20180312132902857000_ERCOT_AEPCPL_10032789438669780,20180312132902857000_ERCOT_AEPCPL_10032789438669780.json,"1,079,600"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPCPL_10032789459436971,05/01/2018,03/20/2018,"2,353,274",03/20/2018,20180312132905681000_ERCOT_AEPCPL_10032789459436971,20180312132905681000_ERCOT_AEPCPL_10032789459436971.json,"1,915,500"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPCPL_10032789470819028,05/01/2018,03/20/2018,"2,353,275",03/20/2018,20180312132904495000_ERCOT_AEPCPL_10032789470819028,20180312132904495000_ERCOT_AEPCPL_10032789470819028.json,"1,682,400"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPCPL_10032789444639000,05/01/2018,03/20/2018,"2,353,276",03/20/2018,20180320142624111000_ERCOT_AEPCPL_10032789444639000,20180320142624111000_ERCOT_AEPCPL_10032789444639000.json,"3,381,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPCPL_10032789484759900,05/01/2018,03/20/2018,"2,353,277",03/20/2018,20180312132903138000_ERCOT_AEPCPL_10032789484759900,20180312132903138000_ERCOT_AEPCPL_10032789484759900.json,"789,480"
1-GXMK3B,1-GX8I2K,1,ERCOT_TNMP_10400514714940001,05/01/2018,03/20/2018,"2,353,279",03/20/2018,20180312132903840000_ERCOT_TNMP_10400514714940001,20180312132903840000_ERCOT_TNMP_10400514714940001.json,"1,498,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_TNMP_10400513291730001,05/01/2018,03/20/2018,"2,353,280",03/20/2018,20180320142601147000_ERCOT_TNMP_10400513291730001,20180320142601147000_ERCOT_TNMP_10400513291730001.json,"1,640,700"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPWTU_10204049775349020,05/01/2018,03/20/2018,"2,353,281",03/20/2018,20180320142601740000_ERCOT_AEPWTU_10204049775349020,20180320142601740000_ERCOT_AEPWTU_10204049775349020.json,"964,430"
1-GXMK3B,1-GX8I2K,1,ERCOT_AEPWTU_10204049778468631,05/01/2018,03/20/2018,"2,353,282",03/20/2018,20180320142100623000_ERCOT_AEPWTU_10204049778468631,20180320142100623000_ERCOT_AEPWTU_10204049778468631.json,"1,330,500"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720001781484,05/01/2018,03/20/2018,"2,353,283",03/20/2018,20180320142609353000_ERCOT_ONCOR_10443720001781484,20180320142609353000_ERCOT_ONCOR_10443720001781484.json,"647,350"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720008428268,05/01/2018,03/20/2018,"2,353,284",03/20/2018,20180312132906523000_ERCOT_ONCOR_10443720008428268,20180312132906523000_ERCOT_ONCOR_10443720008428268.json,"1,114,000"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720009041619,05/01/2018,03/20/2018,"2,353,285",03/20/2018,20180312132903840000_ERCOT_ONCOR_10443720009041619,20180312132903840000_ERCOT_ONCOR_10443720009041619.json,"1,381,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720003651459,05/01/2018,03/20/2018,"2,353,286",03/20/2018,20180312132902997000_ERCOT_ONCOR_10443720003651459,20180312132902997000_ERCOT_ONCOR_10443720003651459.json,"1,063,400"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720003538035,05/01/2018,03/20/2018,"2,353,287",03/20/2018,20180312132904074000_ERCOT_ONCOR_10443720003538035,20180312132904074000_ERCOT_ONCOR_10443720003538035.json,"1,377,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720008785353,05/01/2018,03/20/2018,"2,353,288",03/20/2018,20180312132903668000_ERCOT_ONCOR_10443720008785353,20180312132903668000_ERCOT_ONCOR_10443720008785353.json,"1,302,700"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720003577878,05/01/2018,03/20/2018,"2,353,289",03/20/2018,20180312132906679000_ERCOT_ONCOR_10443720003577878,20180312132906679000_ERCOT_ONCOR_10443720003577878.json,"1,389,500"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720002469837,05/01/2018,03/20/2018,"2,353,290",03/20/2018,20180312132904027000_ERCOT_ONCOR_10443720002469837,20180312132904027000_ERCOT_ONCOR_10443720002469837.json,"921,040"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720009459836,05/01/2018,03/20/2018,"2,353,291",03/20/2018,20180320142615624000_ERCOT_ONCOR_10443720009459836,20180320142615624000_ERCOT_ONCOR_10443720009459836.json,"2,037,600"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720002246732,05/01/2018,03/20/2018,"2,353,292",03/20/2018,20180312132902763000_ERCOT_ONCOR_10443720002246732,20180312132902763000_ERCOT_ONCOR_10443720002246732.json,"352,950"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720003212252,05/01/2018,03/20/2018,"2,353,293",03/20/2018,20180312132903668000_ERCOT_ONCOR_10443720003212252,20180312132903668000_ERCOT_ONCOR_10443720003212252.json,"256,550"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720003343600,05/01/2018,03/20/2018,"2,353,294",03/20/2018,20180320142604875000_ERCOT_ONCOR_10443720003343600,20180320142604875000_ERCOT_ONCOR_10443720003343600.json,"1,834,700"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720003411841,05/01/2018,03/20/2018,"2,353,295",03/20/2018,20180312132905072000_ERCOT_ONCOR_10443720003411841,20180312132905072000_ERCOT_ONCOR_10443720003411841.json,"954,990"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720004088386,05/01/2018,03/20/2018,"2,353,296",03/20/2018,20180312133100109000_ERCOT_ONCOR_10443720004088386,20180312133100109000_ERCOT_ONCOR_10443720004088386.json,"1,278,300"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720004537194,05/01/2018,03/20/2018,"2,353,297",03/20/2018,20180320142623908000_ERCOT_ONCOR_10443720004537194,20180320142623908000_ERCOT_ONCOR_10443720004537194.json,"2,604,900"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720004548885,05/01/2018,03/20/2018,"2,353,298",03/20/2018,20180312132905291000_ERCOT_ONCOR_10443720004548885,20180312132905291000_ERCOT_ONCOR_10443720004548885.json,"1,881,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720005087641,05/01/2018,03/20/2018,"2,353,299",03/20/2018,20180312132905993000_ERCOT_ONCOR_10443720005087641,20180312132905993000_ERCOT_ONCOR_10443720005087641.json,"1,344,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720007716311,05/01/2018,03/20/2018,"2,353,300",03/20/2018,20180312132905462000_ERCOT_ONCOR_10443720007716311,20180312132905462000_ERCOT_ONCOR_10443720007716311.json,"880,690"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720008026159,05/01/2018,03/20/2018,"2,353,301",03/20/2018,20180320142624579000_ERCOT_ONCOR_10443720008026159,20180320142624579000_ERCOT_ONCOR_10443720008026159.json,"1,345,000"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720008278444,05/01/2018,03/20/2018,"2,353,302",03/20/2018,20180320142103212000_ERCOT_ONCOR_10443720008278444,20180320142103212000_ERCOT_ONCOR_10443720008278444.json,"2,058,700"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720008630383,05/01/2018,03/20/2018,"2,353,303",03/20/2018,20180312132904277000_ERCOT_ONCOR_10443720008630383,20180312132904277000_ERCOT_ONCOR_10443720008630383.json,"960,760"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720009593294,05/01/2018,03/20/2018,"2,353,304",03/20/2018,20180312132904417000_ERCOT_ONCOR_10443720009593294,20180312132904417000_ERCOT_ONCOR_10443720009593294.json,"1,247,600"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720004706869,05/01/2018,03/20/2018,"2,353,305",03/20/2018,20180320142100607000_ERCOT_ONCOR_10443720004706869,20180320142100607000_ERCOT_ONCOR_10443720004706869.json,"3,082,000"
1-GXMK3B,1-GX8I2K,1,ERCOT_ONCOR_10443720004436271,05/01/2018,03/20/2018,"2,353,306",03/20/2018,20180320142606404000_ERCOT_ONCOR_10443720004436271,20180320142606404000_ERCOT_ONCOR_10443720004436271.json,"2,504,100"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023811661330100,05/01/2018,03/20/2018,"2,353,307",03/20/2018,20180320142613190000_ERCOT_CPT_1008901023811661330100,20180320142613190000_ERCOT_CPT_1008901023811661330100.json,"1,981,800"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901000140300013100,05/01/2018,03/20/2018,"2,353,308",03/20/2018,20180320142612270000_ERCOT_CPT_1008901000140300013100,20180320142612270000_ERCOT_CPT_1008901000140300013100.json,"1,761,400"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901000142680016100,05/01/2018,03/20/2018,"2,353,309",03/20/2018,20180320142601287000_ERCOT_CPT_1008901000142680016100,20180320142601287000_ERCOT_CPT_1008901000142680016100.json,"1,607,500"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901010251539615100,05/01/2018,03/20/2018,"2,353,310",03/20/2018,20180312133501321000_ERCOT_CPT_1008901010251539615100,20180312133501321000_ERCOT_CPT_1008901010251539615100.json,"935,020"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901000142450014100,05/01/2018,03/20/2018,"2,353,311",03/20/2018,20180320142600866000_ERCOT_CPT_1008901000142450014100,20180320142600866000_ERCOT_CPT_1008901000142450014100.json,"2,697,800"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901000156480014100,05/01/2018,03/20/2018,"2,353,312",03/20/2018,20180320142100779000_ERCOT_CPT_1008901000156480014100,20180320142100779000_ERCOT_CPT_1008901000156480014100.json,"1,610,300"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901016900079690107,05/01/2018,03/20/2018,"2,353,313",03/20/2018,20180312133500806000_ERCOT_CPT_1008901016900079690107,20180312133500806000_ERCOT_CPT_1008901016900079690107.json,"1,329,700"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901022900279000108,05/01/2018,03/20/2018,"2,353,314",03/20/2018,20180312133501024000_ERCOT_CPT_1008901022900279000108,20180312133501024000_ERCOT_CPT_1008901022900279000108.json,"1,425,900"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023805671480100,05/01/2018,03/20/2018,"2,353,315",03/20/2018,20180312133500681000_ERCOT_CPT_1008901023805671480100,20180312133500681000_ERCOT_CPT_1008901023805671480100.json,"1,469,000"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023816419310105,05/01/2018,03/20/2018,"2,353,316",03/20/2018,20180312133500541000_ERCOT_CPT_1008901023816419310105,20180312133500541000_ERCOT_CPT_1008901023816419310105.json,"1,340,800"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023816966130105,05/01/2018,03/20/2018,"2,353,317",03/20/2018,20180312133501399000_ERCOT_CPT_1008901023816966130105,20180312133501399000_ERCOT_CPT_1008901023816966130105.json,"1,349,800"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023818385670106,05/01/2018,03/20/2018,"2,353,318",03/20/2018,20180312133501539000_ERCOT_CPT_1008901023818385670106,20180312133501539000_ERCOT_CPT_1008901023818385670106.json,"1,419,300"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023817918400106,05/01/2018,03/20/2018,"2,353,319",03/20/2018,20180312133501102000_ERCOT_CPT_1008901023817918400106,20180312133501102000_ERCOT_CPT_1008901023817918400106.json,"1,387,800"
1-GXMK3B,1-GX8I2K,1,ERCOT_CPT_1008901023816496240105,05/01/2018,03/20/2018,"2,353,320",03/20/2018,20180312133500385000_ERCOT_CPT_1008901023816496240105,20180312133500385000_ERCOT_CPT_1008901023816496240105.json,"1,570,500"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_3556151086,07/01/2018,03/23/2018,"2,357,310",03/22/2018,20180322143600791000_PJM_COMED_3556151086,20180322143600791000_PJM_COMED_3556151086.json,"51,610"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_4927217001,07/01/2018,03/23/2018,"2,357,311",03/22/2018,20180322143600525000_PJM_COMED_4927217001,20180322143600525000_PJM_COMED_4927217001.json,"54,670"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_1528398004,07/01/2018,03/23/2018,"2,357,312",03/22/2018,20180323103104021000_PJM_COMED_1528398004,20180323103104021000_PJM_COMED_1528398004.json,"21,733,000"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_0192132193,07/01/2018,03/23/2018,"2,357,313",03/22/2018,20180322143601446000_PJM_COMED_0192132193,20180322143601446000_PJM_COMED_0192132193.json,"33,585"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_7740592006,07/01/2018,03/23/2018,"2,357,314",03/22/2018,20180322143601103000_PJM_COMED_7740592006,20180322143601103000_PJM_COMED_7740592006.json,"14,936"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_1528400009,07/01/2018,03/23/2018,"2,357,315",03/22/2018,20180322143602148000_PJM_COMED_1528400009,20180322143602148000_PJM_COMED_1528400009.json,"3,024,800"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_4974240030,07/01/2018,03/23/2018,"2,357,317",03/22/2018,20180322143600104000_PJM_COMED_4974240030,20180322143600104000_PJM_COMED_4974240030.json,"8,843"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_5302381009,07/01/2018,03/23/2018,"2,357,318",03/22/2018,20180322143602054000_PJM_COMED_5302381009,20180322143602054000_PJM_COMED_5302381009.json,"23,590"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_4003084155,07/01/2018,03/23/2018,"2,357,319",03/22/2018,20180322143600806000_PJM_COMED_4003084155,20180322143600806000_PJM_COMED_4003084155.json,"23,326"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_1003017062,07/01/2018,03/23/2018,"2,357,320",03/22/2018,20180322143600447000_PJM_COMED_1003017062,20180322143600447000_PJM_COMED_1003017062.json,"37,420"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_2083000071,07/01/2018,03/23/2018,"2,357,321",03/22/2018,20180322143602569000_PJM_COMED_2083000071,20180322143602569000_PJM_COMED_2083000071.json,"41,153"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_4927218017,07/01/2018,03/23/2018,"2,357,322",03/22/2018,20180322143559901000_PJM_COMED_4927218017,20180322143559901000_PJM_COMED_4927218017.json,"27,047"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_6226705019,07/01/2018,03/23/2018,"2,357,323",03/22/2018,20180322143559761000_PJM_COMED_6226705019,20180322143559761000_PJM_COMED_6226705019.json,"1,553,800"
1-HFE0R9,1-GXT2BP,1,PJM_COMED_8919278021,07/01/2018,03/23/2018,"2,357,324",03/22/2018,20180322143600229000_PJM_COMED_8919278021,20180322143600229000_PJM_COMED_8919278021.json,"22,392"
1-HVZXIF,1-FQ1AZY,4,ERCOT_ONCOR_10443720000136444,12/01/2018,07/05/2018,"2,360,121",03/26/2018,20180705113114989000_ERCOT_ONCOR_10443720000136444,20180705113114989000_ERCOT_ONCOR_10443720000136444.json,"100,380,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5995390009,01/01/2019,03/26/2018,"2,360,822",03/26/2018,20180326123600625000_PJM_COMED_5995390009,20180326123600625000_PJM_COMED_5995390009.json,"266,840"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0474190004,01/01/2019,03/26/2018,"2,360,823",03/26/2018,20180326123601187000_PJM_COMED_0474190004,20180326123601187000_PJM_COMED_0474190004.json,"15,685,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0363074006,01/01/2019,03/26/2018,"2,360,824",03/26/2018,20180326123601764000_PJM_COMED_0363074006,20180326123601764000_PJM_COMED_0363074006.json,"204,250"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2623123028,01/01/2019,03/26/2018,"2,360,825",03/26/2018,20180326123501235000_PJM_COMED_2623123028,20180326123501235000_PJM_COMED_2623123028.json,"54,981"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6249649005,01/01/2019,03/26/2018,"2,360,826",03/26/2018,20180326123626725000_PJM_COMED_6249649005,20180326123626725000_PJM_COMED_6249649005.json,"1,054,100"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0218044038,01/01/2019,03/26/2018,"2,360,828",03/26/2018,20180326123501016000_PJM_COMED_0218044038,20180326123501016000_PJM_COMED_0218044038.json,"15,305"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0872351007,01/01/2019,03/26/2018,"2,360,829",03/26/2018,20180326123621639000_PJM_COMED_0872351007,20180326123621639000_PJM_COMED_0872351007.json,"30,911,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5239534014,01/01/2019,03/26/2018,"2,360,830",03/26/2018,20180326133101898000_PJM_COMED_5239534014,20180326133101898000_PJM_COMED_5239534014.json,"64,983"
1-GYZPT2,1-A2S32T,4,PJM_COMED_7483145023,01/01/2019,03/26/2018,"2,360,831",03/26/2018,20180326123503060000_PJM_COMED_7483145023,20180326123503060000_PJM_COMED_7483145023.json,"25,815"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0608441005,01/01/2019,03/26/2018,"2,360,832",03/26/2018,20180326123606132000_PJM_COMED_0608441005,20180326123606132000_PJM_COMED_0608441005.json,"7,268,500"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1310155000,01/01/2019,03/26/2018,"2,360,833",03/26/2018,20180326123613059000_PJM_COMED_1310155000,20180326123613059000_PJM_COMED_1310155000.json,"2,228,300"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0543822037,01/01/2019,03/26/2018,"2,360,834",03/26/2018,20180326123612653000_PJM_COMED_0543822037,20180326123612653000_PJM_COMED_0543822037.json,"3,726,500"
1-GYZPT2,1-A2S32T,4,PJM_COMED_1026623004,01/01/2019,03/26/2018,"2,360,835",03/26/2018,20180326123606257000_PJM_COMED_1026623004,20180326123606257000_PJM_COMED_1026623004.json,"18,630,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2529342007,01/01/2019,03/26/2018,"2,360,836",03/26/2018,20180326123600532000_PJM_COMED_2529342007,20180326123600532000_PJM_COMED_2529342007.json,"3,637"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376203077,01/01/2019,03/26/2018,"2,360,837",03/26/2018,20180326123500517000_PJM_COMED_2376203077,20180326123500517000_PJM_COMED_2376203077.json,"12,679"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5831262004,01/01/2019,03/26/2018,"2,360,838",03/26/2018,20180326123502124000_PJM_COMED_5831262004,20180326123502124000_PJM_COMED_5831262004.json,"93,141"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0947276002,01/01/2019,03/26/2018,"2,360,840",03/26/2018,20180326123617442000_PJM_COMED_0947276002,20180326123617442000_PJM_COMED_0947276002.json,"574,340"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2723534005,01/01/2019,03/26/2018,"2,360,842",03/26/2018,20180326123611639000_PJM_COMED_2723534005,20180326123611639000_PJM_COMED_2723534005.json,"991,060"
1-GYZPT2,1-A2S32T,4,PJM_COMED_5817213018,01/01/2019,03/26/2018,"2,360,843",03/26/2018,20180326123500658000_PJM_COMED_5817213018,20180326123500658000_PJM_COMED_5817213018.json,"12,382"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0434062003,01/01/2019,03/26/2018,"2,360,844",03/26/2018,20180326123600890000_PJM_COMED_0434062003,20180326123600890000_PJM_COMED_0434062003.json,"14,891,000"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0005012037,01/01/2019,03/26/2018,"2,360,845",03/26/2018,20180326123502327000_PJM_COMED_0005012037,20180326123502327000_PJM_COMED_0005012037.json,"16,629"
1-GYZPT2,1-A2S32T,4,PJM_COMED_2376176002,01/01/2019,03/26/2018,"2,360,846",03/26/2018,20180326123501079000_PJM_COMED_2376176002,20180326123501079000_PJM_COMED_2376176002.json,"37,902"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4893175010,01/01/2019,03/26/2018,"2,360,847",03/26/2018,20180326123502062000_PJM_COMED_4893175010,20180326123502062000_PJM_COMED_4893175010.json,"4,249"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015019008,01/01/2019,03/26/2018,"2,360,848",03/26/2018,20180326123500798000_PJM_COMED_6015019008,20180326123500798000_PJM_COMED_6015019008.json,"4,140"
1-GYZPT2,1-A2S32T,4,PJM_COMED_6015038003,01/01/2019,03/26/2018,"2,360,849",03/26/2018,20180326123501516000_PJM_COMED_6015038003,20180326123501516000_PJM_COMED_6015038003.json,"2,267"
1-GYZPT2,1-A2S32T,4,PJM_COMED_0872394002,01/01/2019,03/26/2018,"2,360,850",03/26/2018,20180326123617177000_PJM_COMED_0872394002,20180326123617177000_PJM_COMED_0872394002.json,"1,307,400"
1-GYZPT2,1-A2S32T,4,PJM_COMED_8613327010,01/01/2019,03/26/2018,"2,360,851",03/26/2018,20180326133600831000_PJM_COMED_8613327010,20180326133600831000_PJM_COMED_8613327010.json,"23,410"
1-GYZPT2,1-A2S32T,4,PJM_COMED_4804711004,01/01/2019,03/26/2018,"2,360,852",03/26/2018,20180326123618098000_PJM_COMED_4804711004,20180326123618098000_PJM_COMED_4804711004.json,"3,084,700"
